2019-08-22 17:39:41.278 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 8492 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:41:12.838 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 40636 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:41:12.840 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - No active profile set, falling back to default profiles: default
2019-08-22 17:41:13.357 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$18a2ca29] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:41:13.545 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-08-22 17:41:13.559 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-08-22 17:41:13.576 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-08-22 17:41:13.577 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-08-22 17:41:13.666 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-22 17:41:13.666 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 791 ms
2019-08-22 17:41:13.842 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:41:13.993 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-08-22 17:41:14.009 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-08-22 17:41:14.011 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.435 seconds (JVM running for 2.089)
2019-08-22 17:41:14.013 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-08-22 17:41:20.983 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 接到客户端请求连接，客户端IP:127.0.0.1
2019-08-22 17:41:22.819 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1信息：11111111112
2019-08-22 17:41:23.057 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1信息：11111111112
2019-08-22 17:41:23.234 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1信息：11111111112
2019-08-22 17:41:23.373 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1信息：11111111112
2019-08-22 17:41:24.849 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1断开了连接！
2019-08-22 17:41:25.586 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 接到客户端请求连接，客户端IP:127.0.0.1
2019-08-22 17:41:27.019 -> [Thread-11] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1断开了连接！
2019-08-22 17:41:48.649 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 29992 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:41:48.656 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - No active profile set, falling back to default profiles: default
2019-08-22 17:41:49.242 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$54ff2632] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:41:49.410 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-08-22 17:41:49.417 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-08-22 17:41:49.423 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-08-22 17:41:49.423 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-08-22 17:41:49.496 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-22 17:41:49.496 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 794 ms
2019-08-22 17:41:49.684 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:41:49.860 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-08-22 17:41:49.876 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-08-22 17:41:49.878 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.53 seconds (JVM running for 2.187)
2019-08-22 17:41:49.879 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-08-22 17:41:53.632 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 接到客户端请求连接，客户端IP:127.0.0.1
2019-08-22 17:41:55.612 -> [Thread-10] INFO  com.ytrj.hardwaredata.service.Server - 收到客户端127.0.0.1信息：11111111112
2019-08-22 17:42:13.391 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 28500 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:42:13.393 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:42:14.068 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$ad017439] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:42:15.028 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:42:15.460 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.307 seconds (JVM running for 2.941)
2019-08-22 17:42:15.681 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:44:27.080 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 10972 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:44:27.081 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:44:27.765 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$7b12c9a0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:44:28.535 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:44:28.902 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.06 seconds (JVM running for 2.628)
2019-08-22 17:44:29.064 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:47:13.747 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 21728 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:47:13.748 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:47:14.409 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$7b12c9a0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:47:15.238 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:47:15.606 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.13 seconds (JVM running for 2.725)
2019-08-22 17:47:15.768 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:47:58.521 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 29196 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:47:58.522 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:47:59.635 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$ad017439] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:48:00.746 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:48:01.247 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.025 seconds (JVM running for 3.637)
2019-08-22 17:48:01.467 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:48:47.400 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 4076 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:48:47.401 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:48:48.121 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$2a1c8a1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:48:49.208 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:48:49.694 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.604 seconds (JVM running for 3.195)
2019-08-22 17:48:49.880 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:49:55.722 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 40596 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:49:55.725 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:49:56.369 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:49:57.161 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:49:57.417 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 1.933 seconds (JVM running for 2.502)
2019-08-22 17:49:57.611 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 17:53:59.857 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 40872 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 17:53:59.858 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 17:54:00.520 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 17:54:01.288 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 17:54:01.608 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.003 seconds (JVM running for 2.596)
2019-08-22 17:54:01.754 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 18:09:56.857 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 16396 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 18:09:56.858 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 18:09:57.549 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e4b8dbfb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 18:09:58.360 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 18:09:58.702 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.09 seconds (JVM running for 2.707)
2019-08-22 18:09:58.883 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 18:13:16.872 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 38084 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 18:13:16.873 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 18:13:17.497 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 18:13:18.331 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 18:13:18.684 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.053 seconds (JVM running for 2.611)
2019-08-22 18:13:18.834 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:10:40.617 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 10480 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:10:40.621 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:10:41.715 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:10:42.820 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:10:43.438 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 3.068 seconds (JVM running for 3.658)
2019-08-22 19:10:43.704 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:30:45.731 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 29180 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:30:45.732 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:30:46.404 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$26de0778] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-22 19:30:47.252 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-08-22 19:30:47.574 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Started HardwaredataApplicationTests in 2.082 seconds (JVM running for 2.678)
2019-08-22 19:30:47.733 -> [Thread-2] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-08-22 19:35:36.958 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - Starting HardwaredataApplicationTests on DESKTOP-RSAL5NJ with PID 26416 (started by longs in D:\JavaObject\hardwaredata)
2019-08-22 19:35:36.960 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplicationTests - No active profile set, falling back to default profiles: default
2019-08-22 19:35:37.813 -> [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$e4b8dbfb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
