2019-09-04 16:28:02.941 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 41008 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-04 16:28:02.943 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-04 16:28:03.753 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-04 16:28:03.762 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-04 16:28:03.768 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-04 16:28:03.769 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-04 16:28:03.843 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-09-04 16:28:03.843 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 859 ms
2019-09-04 16:28:04.186 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-04 16:28:04.408 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-09-04 16:28:04.425 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-09-04 16:28:04.428 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.858 seconds (JVM running for 2.886)
2019-09-04 16:28:05.324 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-09-04 16:28:05.418 -> [MQTT Call: aaa] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-09-04 16:28:05.631 -> [MQTT Call: aaa] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-09-04 16:45:05.898 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 21072 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-04 16:45:05.900 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-04 16:45:06.792 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-04 16:45:06.802 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-04 16:45:06.815 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-04 16:45:06.815 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-04 16:45:06.892 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-09-04 16:45:06.892 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 951 ms
2019-09-04 16:45:07.310 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-04 16:45:07.480 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-09-04 16:45:07.502 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-09-04 16:45:07.505 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 2.024 seconds (JVM running for 3.026)
2019-09-04 16:45:08.391 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-09-04 17:53:45.699 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 15024 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-04 17:53:45.702 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-04 17:53:46.676 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-04 17:53:46.688 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-04 17:53:46.708 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-04 17:53:46.709 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-04 17:53:46.799 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-09-04 17:53:46.799 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1055 ms
2019-09-04 17:53:47.209 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-04 17:53:47.348 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-09-04 17:53:47.365 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-09-04 17:53:47.367 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 2.085 seconds (JVM running for 3.331)
2019-09-04 17:53:48.582 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-09-04 17:53:48.877 -> [MQTT Call: aaa] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-09-04 17:53:49.188 -> [MQTT Call: aaa] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-09-04 17:56:38.653 -> [Thread-6] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-04 17:56:38.654 -> [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2019-09-04 17:56:38.658 -> [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2019-09-04 17:56:40.831 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 15132 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-04 17:56:40.833 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-04 17:56:41.679 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-04 17:56:41.697 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-04 17:56:41.703 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-04 17:56:41.703 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-04 17:56:41.776 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-09-04 17:56:41.776 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 896 ms
2019-09-04 17:56:42.201 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-04 17:56:42.341 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-09-04 17:56:42.358 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-09-04 17:56:42.360 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 1.889 seconds (JVM running for 2.739)
2019-09-04 17:56:43.290 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-09-04 17:57:31.737 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:01:16.372 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:01:45.249 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:02:23.006 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:02:37.632 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:07:03.865 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:07:25.010 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:09:09.306 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:09:14.427 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:10:19.686 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:10:20.984 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:10:23.561 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:10:34.414 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:10:38.918 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:11:49.956 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
2019-09-04 19:13:05.462 -> [MQTT Call: aaa] INFO  com.ytrj.hardwaredata.onenetmq.PushCallback - 设备数据解析失败！
