2019-09-23 15:30:05.260 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 7804 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-23 15:30:05.262 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-23 15:30:06.093 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-23 15:30:06.107 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-23 15:30:06.126 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-23 15:30:06.127 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-23 15:30:06.214 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-09-23 15:30:06.214 -> [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 920 ms
2019-09-23 15:30:06.688 -> [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-09-23 15:30:06.821 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9000"]
2019-09-23 15:30:07.293 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9000 (http) with context path ''
2019-09-23 15:30:07.295 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Started HardwaredataApplication in 2.414 seconds (JVM running for 3.758)
2019-09-23 15:30:08.539 -> [main] INFO  com.ytrj.hardwaredata.service.Server - 服务端已启动，等待客户端连接..
2019-09-23 15:30:13.450 -> [Thread-7] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-09-23 15:45:49.755 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - Starting HardwaredataApplication on DESKTOP-RSAL5NJ with PID 2216 (D:\JavaObject\hardwaredata\target\classes started by longs in D:\JavaObject\hardwaredata)
2019-09-23 15:45:49.757 -> [main] INFO  com.ytrj.hardwaredata.HardwaredataApplication - The following profiles are active: test
2019-09-23 15:45:50.638 -> [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9000 (http)
2019-09-23 15:45:50.648 -> [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9000"]
2019-09-23 15:45:50.654 -> [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-09-23 15:45:50.654 -> [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-09-23 15:45:50.732 -> [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
